"Financial Date","Transaction Date","Account Off.","Account Off. Code","Teller","Reference No.","Account Name","Account No.","Branch","Region","Debit","Credit","Entry Code","Instrument No.","Narration"
"06-Nov-18","11/07/2018 14:05",,,"Ogunruku, Tosin",1811060010,"Integrated Energy Services",2970010000000000,"Head Office","Head Office",,2500000,"C885 ",,"Loan closure N2,500,000 (Re- booked for Omoba Farm)"
"06-Nov-18","11/07/2018 14:05",,,"Ogunruku, Tosin",1811060010,"Integrated Energy Services",1100003864,"Head Office","Head Office",2500000,,"D884 ",,"Loan closure N2,500,000 (Re- booked for Omoba Farm)"
"06-Nov-18","11/07/2018 14:00",,,"Ajogwu, Michael",1811060009,"OMOBA FARM LTD",1100012170,"Head Office","Head Office",,2500000,"C807 ","2970010000000000","Loan Disbursement approved on 06-Nov-2018"
"06-Nov-18","11/07/2018 14:00",,,"Ajogwu, Michael",1811060009,"OMOBA FARM LTD",1100012170,"Head Office","Head Office",87500,,"D403 ","2970010000000000","PROCESSING FEE on 02970012010001217"
"06-Nov-18","11/07/2018 14:00",,,"Ajogwu, Michael",1811060009,"OMOBA FARM LTD",2970010000000000,"Head Office","Head Office",2500000,,"D806 ","2970010000000000","Loan Disbursement info 02970011010001217. Approved on 06-Nov-2018"
"06-Nov-18","11/07/2018 14:00",,,"Ajogwu, Michael",1811060009,"PROCESSING FEE INCOME",40060015,"Head Office","Head Office",,87500,"C403 ","2970010000000000","PROCESSING FEE on 02970012010001217"
"06-Nov-18","11/07/2018 13:58",,,"Obiora, Marie",1811060008,"OMOBA FARM LTD",1100012170,"Head Office","Head Office",63.73,,"D203 ",,"Transfer balance from Integrated Energy Services"
"06-Nov-18","11/07/2018 13:58",,,"Obiora, Marie",1811060008,"Integrated Energy Services",1100003864,"Head Office","Head Office",,63.73,"C203 ",,"Transfer balance to Omoba Farms"
"06-Nov-18","11/07/2018 13:43",,,"Obiora, Marie",1811060007,"Integrated Energy Services",1100003864,"Head Office","Head Office",,87500,"C203 ",,"RVSL processing fee integrated Energy Serv"
"06-Nov-18","11/07/2018 13:43",,,"Obiora, Marie",1811060007,"PROCESSING FEE INCOME",40060015,"Head Office","Head Office",87500,,"D203 ",,"RVSL processing fee Integrated Energy Serv"
"06-Nov-18","11/07/2018 13:05",,,"Obiora, Marie",1811060006,"INSURNANCE FEE INCOME",40060024,"Head Office","Head Office",25000,,"D203 ",,"RVSL Insurance fee on Integrated Energy loan"
"06-Nov-18","11/07/2018 13:05",,,"Obiora, Marie",1811060006,"Integrated Energy Services",1100003864,"Head Office","Head Office",,25000,"C203 ",,"RVSL Inurance fee Int Energy Serv"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"Olanrewaju Azeez",1100010901,"Head Office","Head Office",,78288,"C203 ",,"loan repayment-Azeez Olarewaju"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"Gabriel Adebayo",1100010918,"Head Office","Head Office",,19572,"C203 ",,"loan repayment-Gabriel Adebayo"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"Awoniyi Olusoji Moses",1100010925,"Head Office","Head Office",,19574,"C203 ",,"loan repayment-Awoniyi olusoji"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"Adetayo Oluwafemi",1100010932,"Head Office","Head Office",,39144,"C203 ",,"loan repayment-Adetayo oluwafemi"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"Moshood Ahmed",1100010949,"Head Office","Head Office",,19572,"C203 ",,"loan repayment-Moshood Adeyemi"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"Omuyadum Fawzydeen",1100010956,"Head Office","Head Office",,19572,"C203 ",,"loan repayment-omuyadum Fawydeen"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"INTEREST INCOME - HIRE PURCHASE",40010012,"Head Office","Head Office",,2498,"C203 ",,"income Great height"
"06-Nov-18","11/07/2018 11:02",,,"Dada, Faithful",1811060004,"DIAMOND BANK",10430001,"Head Office","Head Office",198220,,"D203 ",,"loan repayment Great height/Azeez"
"06-Nov-18","11/07/2018 10:11",,,"Obiora, Marie",1811060005,"Jolomi Dediare",1100000540,"Head Office","Head Office",114600,,"D203 ",,"Withdrawal from bank"
"06-Nov-18","11/07/2018 10:11",,,"Obiora, Marie",1811060005,"Letam confidence Lebari",1100005404,"Head Office","Head Office",,114600,"C203 ",,"Reversal withdrawal from bank"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"Ayoola Samuel Olamilekan",1100008474,"Head Office","Head Office",,26600,"C203 ",,"loan repayment-samuel olamilekan"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"Amicable Links",1100011094,"Head Office","Head Office",,30000,"C203 ",,"loan repayment-Amicable links"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"Scientext Ventures",1100011173,"Head Office","Head Office",,105833,"C203 ",,"loan repayment-Scientext Ventures"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"Skydiamond Services",1100011214,"Head Office","Head Office",,30000,"C203 ",,"loan repayment-skydiamond services"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"Kuboye Adewale",1100010822,"Head Office","Head Office",,53000,"C203 ",,"Loan repayment-Adebowale Kuboye"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"BANK CHARGES",50050007,"Head Office","Head Office",64,,"D203 ",,"Bank Charge"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"BANK CHARGES",50050007,"Head Office","Head Office",250,,"D203 ",,"Bank Charge"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"SUSPENSE ACCOUNT (LIABILITIES)",20180002,"Head Office","Head Office",,20000,"C203 ",,"cash deposit-Ugwu Chiemelie Obumneme"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",,64,"C203 ",,"Bank Charge"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",,250,"C203 ",,"Bank Charge"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",30000,,"D203 ",,"loan repayment-skydiamond services"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",30000,,"D203 ",,"loan repayment-Amicable links"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",53000,,"D203 ",,"Loan repayment-Adebowale Kuboye"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",105833,,"D203 ",,"loan repayment-Scientext Ventures"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",26600,,"D203 ",,"loan repayment-samuel olamilekan"
"06-Nov-18","11/07/2018 09:51",,,"Dada, Faithful",1811060003,"DIAMOND BANK",10430001,"Head Office","Head Office",20000,,"D203 ",,"cash deposit-Ugwu Chiemelie Obumneme"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"INT OVERDUE - SME LOAN",10120005,"Head Office","Head Office",19250,,"D203 ",,"RVSL int Adeniyi Oluwole"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PRIN OVERDUE - PERSONAL LOAN",10460003,"Head Office","Head Office",33333.33,,"D203 ",,"RVSL loan  Fole Francis"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PRIN OVERDUE - PERSONAL LOAN",10460003,"Head Office","Head Office",165.41,,"D203 ",,"Loan introduction fee-Jeffrey Edem"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PRIN OVERDUE - PERSONAL LOAN",10460003,"Head Office","Head Office",1699.74,,"D203 ",,"RVSL Principal Chima Doris"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PRINCIPAL OVERDUE - HIRE PURCHASE",10460004,"Head Office","Head Office",,69900,"C203 ",,"RVSL loan Muazu Sadiq"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PRIN OVER DUE - SME LOAN",10460001,"Head Office","Head Office",76924.54,,"D203 ",,"RVSL loan Adeniyi Oluwole"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"DIAMOND BANK",10430001,"Head Office","Head Office",68152.5,,"D203 ",,"RVSL withdrawal from bank-Muazu Sadiq"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"DIAMOND BANK",10430001,"Head Office","Head Office",105833.34,,"D203 ",,"loan repayment- Idowu Olusanya"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"DIAMOND BANK",10430001,"Head Office","Head Office",,68152.5,"C203 ",,"withdrawal from bank- Usman"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"INT OVERDUE - Personal Loan",10120007,"Head Office","Head Office",21333.33,,"D203 ",,"RVSL interest Fole Francis"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"INT OVERDUE - Personal Loan",10120007,"Head Office","Head Office",1957.54,,"D203 ",,"RVSL int Chima Doris"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"SME LOAN-  PENALTY OUST",10420007,"Head Office","Head Office",19956.22,,"D203 ",,"RVSL penalty Adeniyi Oluwole"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PERSONAL LOAN- PENALTY OUST",10420011,"Head Office","Head Office",11343.34,,"D203 ",,"RVSL penalty Fole Francis"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PERSONAL LOAN- PENALTY OUST",10420011,"Head Office","Head Office",30.61,,"D203 ",,"Loan introduction fee-Jeffrey Edem"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"PERSONAL LOAN- PENALTY OUST",10420011,"Head Office","Head Office",8.99,,"D203 ",,"RVSL penalty Chima Doris"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"FEE INCOME - HIRE PURCHASE ",40060018,"Head Office","Head Office",1747.5,,"D203 ",,"RVSL chrg on loan Muazu Sadiq"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Chima Doris",1100002551,"Head Office","Head Office",,3666.27,"C203 ",,"RVSL loan  Chima Doris"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Adeniyi Oluwole",1100003826,"Head Office","Head Office",,116130.76,"C203 ",,"withdrawal from bank"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Idowu Olusanya Oludare",1100009536,"Head Office","Head Office",,105833.34,"C203 ",,"loan repayment- Idowu Olusanya"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Muazu Abubakar Sadiq",1100011939,"Head Office","Head Office",,68152.5,"C203 ",,"RVSL withdrawal from bank-Muazu Sadiq"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Muazu Abubakar Sadiq",1100011939,"Head Office","Head Office",,1747.5,"C203 ",,"RVSL chrg on loan Muazu Sadiq"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Muazu Abubakar Sadiq",1100011939,"Head Office","Head Office",69900,,"D203 ",,"RVSL loan Muazu Sadiq"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Usman Sulaiman Babatunde",1100012091,"Head Office","Head Office",68152.5,,"D203 ",,"withdrawal from bank-Usman"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Fole Francis Ejomafuvwe",1100004548,"Head Office","Head Office",,66010,"C203 ",,"RVSL loan  Fole Francis"
"06-Nov-18","11/07/2018 08:52",,,"Obiora, Marie",1811060002,"Jaja Godswill",1100005129,"Head Office","Head Office",,196.02,"C203 ",,"Bank Charge"
"06-Nov-18","11/06/2018 16:23",,,"Omidiji, Adetutu",1811060001,"Alhassan Danladi Mohammed",1100010815,"Head Office","Head Office",,100000,"C807 ","2970010000000000","Loan Disbursement approved on 06-Nov-2018"
"06-Nov-18","11/06/2018 16:23",,,"Omidiji, Adetutu",1811060001,"Alhassan Danladi Mohammed",2970010000000000,"Head Office","Head Office",100000,,"D806 ","2970010000000000","Loan Disbursement info 02970011010001081. Approved on 06-Nov-2018"
"08-Nov-18","11/08/2018 18:10",,,"Super, Admin",1811080014,"MKOBO FIXED DEPOSIT- INT PAYABLE",20090003,"Head Office","Head Office",812.16,,"D877 ",,"Manually Liquidated FD Account 02970013010000266"
"08-Nov-18","11/08/2018 18:10",,,"Super, Admin",1811080014,"WHT",20070002,"Head Office","Head Office",,40.61,"C749 ",,"Tax on FD Account 02970013010000266"
"08-Nov-18","11/08/2018 18:10",,,"Super, Admin",1811080014,"MKOBO FIXED DEPOSIT- INT EXPENSE",50010003,"Head Office","Head Office",,406.08,"C879 ",,"Part Liquidation on 02970013010000266"
"08-Nov-18","11/08/2018 18:10",,,"Super, Admin",1811080014,"Omidiji Olufunke Adebola",1100002661,"Head Office","Head Office",,102625.26,"C878 ",,"Manually Liquidated FD Account 02970013010000266"
"08-Nov-18","11/08/2018 18:10",,,"Super, Admin",1811080014,"Omidiji Olufunke Adebola",1100002661,"Head Office","Head Office",40.61,,"D748 ",,"FIXED DEP. WITHOLDING TAX - 02970013010000266"
"08-Nov-18","11/08/2018 18:10",,,"Super, Admin",1811080014,"Omidiji Olufunke Adebola",2970010000000000,"Head Office","Head Office",102219.18,,"D876 ",,"Manually Liquidated FD Account 02970013010000266"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"Nwabekee Chidi Akudike",1100010121,"Head Office","Head Office",,12500,"C203 ",,"Load repayment-Chidi Nwabekee"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"Ihugba Jovita Chinwendu",1100010176,"Head Office","Head Office",,17500,"C203 ",,"loan repayment-ihugba jovita"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"Ekeh Francis Emeka",1100010592,"Head Office","Head Office",,17500,"C203 ",,"load repayment-Francis Emeka"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"Ogbechie Ndubuisi Ifechukwude",1100011355,"Head Office","Head Office",,100000,"C203 ",,"loan repayment-Ogbechie ndubuis"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"Ojurayo Kazeem Olugbenga",1100011386,"Head Office","Head Office",,19572,"C203 ",,"loan repayment ojurayo Kazeem"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"OMOBA FARM LTD",1100012170,"Head Office","Head Office",87500,,"D203 ",,"withdrawal from bank"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"Ojeah Chukwuemeka Henry",1100003565,"Head Office","Head Office",,3400,"C203 ",,"loan repayment ojeah Emeka"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"Akpabio Jennifer Joshua",1100005198,"Head Office","Head Office",482500,,"D203 ",,"withdrawal from bank"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"SUSPENSE ACCOUNT (LIABILITIES)",20180002,"Head Office","Head Office",,172803,"C203 ",,"cash deposit-COPO"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"BANK CHARGES",50050007,"Head Office","Head Office",52.5,,"D203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"BANK CHARGES",50050007,"Head Office","Head Office",52.5,,"D203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"BANK CHARGES",50050007,"Head Office","Head Office",52.5,,"D203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"BANK CHARGES",50050007,"Head Office","Head Office",250,,"D203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"BANK CHARGES",50050007,"Head Office","Head Office",60,,"D203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"LOAN RECOVERY EXPENSES",50050017,"Head Office","Head Office",27000,,"D203 ",,"recovery"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,87500,"C203 ",,"withdrawal from bank-11-12170"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,52.5,"C203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,482500,"C203 ",,"withdrawal from bank-11-15198"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,52.5,"C203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,27000,"C203 ",,"recovery"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,52.5,"C203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,250,"C203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",,60,"C203 ",,"Bank Charge"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",100000,,"D203 ",,"loan repayment-Ogbechie ndubuisi"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",3400,,"D203 ",,"loan repayment ojeah Emeka"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",19572,,"D203 ",,"loan repayment ojurayo Kazeem"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",17500,,"D203 ",,"loan repayment-ihugba jovita"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",12500,,"D203 ",,"loan repayment-chidi nwabekee"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",17500,,"D203 ",,"load repayment-Francis Emeka"
"08-Nov-18","11/08/2018 17:06",,,"Dada, Faithful",1811080013,"DIAMOND BANK",10430001,"Head Office","Head Office",172803,,"D203 ",,"cash deposit-COPO"
"08-Nov-18","11/08/2018 17:03",,,"Dada, Faithful",1811080012,"STERLING BANK REPAYMENT A/C",10430003,"Head Office","Head Office",,50,"C203 ",,"bank chrg"
"08-Nov-18","11/08/2018 17:03",,,"Dada, Faithful",1811080012,"STERLING BANK REPAYMENT A/C",10430003,"Head Office","Head Office",84670,,"D203 ",,"Loan repayment  Chukwuemeka Henry"
"08-Nov-18","11/08/2018 17:03",,,"Dada, Faithful",1811080012,"BANK CHARGES",50050007,"Head Office","Head Office",50,,"D203 ",,"bank chrg"
"08-Nov-18","11/08/2018 17:03",,,"Dada, Faithful",1811080012,"Deji Akinola",1100001028,"Head Office","Head Office",,84670,"C203 ",,"Loan repayment  Chukwuemeka Henry"
"08-Nov-18","11/08/2018 16:53",,,"Agwu, Sussan",1811080010,"Aijegbe Abraham Oladayo",1100012187,"Head Office","Head Office",,51000,"C807 ","2970010000000000","Loan Disbursement approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 16:53",,,"Agwu, Sussan",1811080010,"Aijegbe Abraham Oladayo",2970010000000000,"Head Office","Head Office",51000,,"D806 ","2970010000000000","Loan Disbursement info 02970011010001218. Approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"Vincent Dumle Nwiue",1100005246,"Head Office","Head Office",,19500,"C203 ",,"loan repayment Jonathan Odige"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"Vincent Dumle Nwiue",1100005246,"Head Office","Head Office",,19500,"C203 ",,"loan repayment-chizoba Emmanuel"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"Vincent Dumle Nwiue",1100005246,"Head Office","Head Office",,39000,"C203 ",,"loan  repayment Jonathan Odige"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"Vincent Dumle Nwiue",1100005246,"Head Office","Head Office",,19500,"C203 ",,"loan repayment Jonathan Odige"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"DIAMOND BANK",10430001,"Head Office","Head Office",19500,,"D203 ",,"loan repayment-chizoba Emmanuel"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"SUSPENSE ACCOUNT (LIABILITIES)",20180002,"Head Office","Head Office",19500,,"D203 ",,"RVSL loan repayment Jonathan Odige"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"SUSPENSE ACCOUNT (LIABILITIES)",20180002,"Head Office","Head Office",39000,,"D203 ",,"RVSL loan repayment Jonathan Odige"
"08-Nov-18","11/08/2018 16:36",,,"Dada, Faithful",1811080009,"SUSPENSE ACCOUNT (LIABILITIES)",20180002,"Head Office","Head Office",19500,,"D203 ",,"RVSL loan repayment Jonathan Odige"
"08-Nov-18","11/08/2018 15:45",,,"Agwu, Sussan",1811080008,"Adebisi Clement Awoseyin",1100005631,"Head Office","Head Office",,70000,"C807 ","2970010000000000","Loan Disbursement approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 15:45",,,"Agwu, Sussan",1811080008,"Adebisi Clement Awoseyin",2970010000000000,"Head Office","Head Office",70000,,"D806 ","2970010000000000","Loan Disbursement info 02970011010000563. Approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 15:36",,,"Agwu, Sussan",1811080007,"Taiwo Akomolafe",1100001011,"Head Office","Head Office",,100000,"C807 ","2970010000000000","Loan Disbursement approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 15:36",,,"Agwu, Sussan",1811080007,"Taiwo Akomolafe",2970010000000000,"Head Office","Head Office",100000,,"D806 ","2970010000000000","Loan Disbursement info 02970011010000101. Approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 15:32",,,"Agwu, Sussan",1811080006,"Julius Agbonika",2970010000000000,"Head Office","Head Office",15000,,"D806 ","2970010000000000","Loan Disbursement info 02970011010000099. Approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 15:32",,,"Agwu, Sussan",1811080006,"Julius Agbonika",1100000997,"Head Office","Head Office",,15000,"C807 ","2970010000000000","Loan Disbursement approved on 08-Nov-2018"
"08-Nov-18","11/08/2018 14:36",,,"Ogunruku, Tosin",1811080004,"OSUOLALE BUSINESS ENTERPRISE",1100011654,"Head Office","Head Office",150000,,"D884 ",,"Loan liquidation N200,000 early"
"08-Nov-18","11/08/2018 14:36",,,"Ogunruku, Tosin",1811080004,"OSUOLALE BUSINESS ENTERPRISE",1100011654,"Head Office","Head Office",9000,,"D882 ",,"full interest"
"08-Nov-18","11/08/2018 14:36",,,"Ogunruku, Tosin",1811080004,"OSUOLALE BUSINESS ENTERPRISE",2970010000000000,"Head Office","Head Office",,150000,"C885 ",,"Loan liquidation N200,000 early"
"08-Nov-18","11/08/2018 14:36",,,"Ogunruku, Tosin",1811080004,"SME LOAN- INT INCOME",40010004,"Head Office","Head Office",,9000,"C883 ",,"full interest"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"PRIN OVERDUE - EMERGENCY LOAN",10460002,"Head Office","Head Office",42500,,"D203 ",,"RVSL loan Victor Odiong"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"PRIN OVERDUE - PERSONAL LOAN",10460003,"Head Office","Head Office",33333.33,,"D203 ",,"RVSL loan Amaechi Finian O"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"PRIN OVERDUE - PERSONAL LOAN",10460003,"Head Office","Head Office",7684.65,,"D203 ",,"RVSL Principal Chima Doris"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"PRIN OVERDUE - PERSONAL LOAN",10460003,"Head Office","Head Office",10916.84,,"D203 ",,"RVSL loan Olu Oluwasegun"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"INT OVERDUE - Emergency Loan",10120006,"Head Office","Head Office",12750,,"D203 ",,"RVSL int Victor Odiong"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"INT OVERDUE - Personal Loan",10120007,"Head Office","Head Office",16500,,"D203 ",,"RVSL interest Amaechi Finian O"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"INT OVERDUE - Personal Loan",10120007,"Head Office","Head Office",134.49,,"D203 ",,"RVSL int Chima Doris"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"INT OVERDUE - Personal Loan",10120007,"Head Office","Head Office",3483,,"D203 ",,"RVSL int Olu Oluwasegun"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"PERSONAL LOAN- PENALTY OUST",10420011,"Head Office","Head Office",8845.42,,"D203 ",,"RVSL penalty Amaechi Finian O"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"PERSONAL LOAN- PENALTY OUST",10420011,"Head Office","Head Office",19.22,,"D203 ",,"RVSL penalty Chima Doris"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"PERSONAL LOAN- PENALTY OUST",10420011,"Head Office","Head Office",35.39,,"D203 ",,"RVSL penalty Olu Oluwasegun"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"Victor Odiong",1100000588,"Head Office","Head Office",,55250,"C203 ",,"RVSL loan Victor Odiong"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"Folorunsho Olatunde Azeez",1100002568,"Head Office","Head Office",,7838.36,"C203 ",,"RVSL loan  Chima Doris"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"Olu Oluwasegun Emmanuel",1100002647,"Head Office","Head Office",,14435.23,"C203 ",,"RVSL OLU OLUWASEGUN"
"08-Nov-18","11/08/2018 12:46",,,"Obiora, Marie",1811080003,"Amaechi Finian Okwudili",1100003912,"Head Office","Head Office",,58678.75,"C203 ",,"RVSL loan  Amaechi Finian O"